ticker_symbol,date,flag
AAPL,2015-04-13,-2
AAPL,2015-04-14,9
AAPL,2015-04-15,2
AAPL,2015-04-16,-2
AAPL,2015-04-17,5
AAPL,2015-04-18,1
AAPL,2015-04-19,3
AAPL,2015-04-20,6
AAPL,2015-04-21,-2
AAPL,2015-04-22,1
AAPL,2015-04-23,6
AAPL,2015-04-24,1
AAPL,2015-04-25,2
AAPL,2015-04-26,1
AAPL,2015-04-27,25
AAPL,2015-04-28,19
AAPL,2015-04-29,1
AAPL,2015-04-30,2
AAPL,2015-05-01,-11
AAPL,2015-05-03,0
AAPL,2015-05-04,-4
AAPL,2015-05-05,-3
AAPL,2015-05-06,3
AAPL,2015-05-07,7
AAPL,2015-05-08,4
AAPL,2015-05-10,-2
AAPL,2015-05-11,2
AAPL,2015-05-12,0
AAPL,2015-05-13,1
AAPL,2015-05-14,4
AAPL,2015-05-15,-5
AAPL,2015-05-16,3
AAPL,2015-05-17,2
AAPL,2015-05-18,7
AAPL,2015-05-19,1
AAPL,2015-05-20,7
AAPL,2015-05-21,2
AAPL,2015-05-22,7
AAPL,2015-05-23,1
AAPL,2015-05-24,2
AAPL,2015-05-25,1
AAPL,2015-05-26,28
AAPL,2015-05-27,0
AAPL,2015-05-28,1
AAPL,2015-05-29,2
AAPL,2015-05-30,1
AAPL,2015-05-31,-5
AAPL,2015-06-01,0
AAPL,2015-06-02,0
AAPL,2015-06-03,1
AAPL,2015-06-04,4
AAPL,2015-06-05,-4
AAPL,2015-06-06,-5
AAPL,2015-06-07,-1
AAPL,2015-06-08,-2
AAPL,2015-06-09,18
AAPL,2015-06-10,9
AAPL,2015-06-11,0
AAPL,2015-06-12,2
AAPL,2015-06-13,6
AAPL,2015-06-14,-3
AAPL,2015-06-15,-7
AAPL,2015-06-16,-1
AAPL,2015-06-17,4
AAPL,2015-06-18,0
AAPL,2015-06-19,1
AAPL,2015-06-20,-4
AAPL,2015-06-21,3
AAPL,2015-06-22,3
AAPL,2015-06-23,4
AAPL,2015-06-24,11
AAPL,2015-06-25,4
AAPL,2015-06-26,1
AAPL,2015-06-27,2
AAPL,2015-06-28,0
AAPL,2015-06-29,-5
AAPL,2015-06-30,-3
AAPL,2015-07-01,1
AAPL,2015-07-02,0
AAPL,2015-07-03,2
AAPL,2015-07-04,-1
AAPL,2015-07-05,0
AAPL,2015-07-06,3
AAPL,2015-07-08,-3
AAPL,2015-07-09,-1
AAPL,2015-07-10,1
AAPL,2015-07-11,6
AAPL,2015-07-12,0
AAPL,2015-07-13,0
AAPL,2015-07-14,3
AAPL,2015-07-15,6
AAPL,2015-07-16,5
AAPL,2015-07-17,5
AAPL,2015-07-18,3
AAPL,2015-07-19,-2
AAPL,2015-07-20,19
AAPL,2015-07-21,-5
AAPL,2015-07-22,-4
AAPL,2015-07-23,-3
AAPL,2015-07-24,10
AAPL,2015-07-25,0
AAPL,2015-07-26,2
AAPL,2015-07-27,3
AAPL,2015-07-28,-2
AAPL,2015-07-29,2
AAPL,2015-07-30,-1
AAPL,2015-07-31,-3
AAPL,2015-08-01,0
AAPL,2015-08-02,0
AAPL,2015-08-03,-2
AAPL,2015-08-04,-30
AAPL,2015-08-05,4
AAPL,2015-08-06,3
AAPL,2015-08-07,-7
AAPL,2015-08-08,1
AAPL,2015-08-09,-1
AAPL,2015-08-10,1
AAPL,2015-08-11,-5
AAPL,2015-08-12,7
AAPL,2015-08-13,-7
AAPL,2015-08-14,9
AAPL,2015-08-15,0
AAPL,2015-08-16,1
AAPL,2015-08-17,5
AAPL,2015-08-18,4
AAPL,2015-08-19,-6
AAPL,2015-08-20,4
AAPL,2015-08-21,3
AAPL,2015-08-23,-3
AAPL,2015-08-24,-4
AAPL,2015-08-25,2
AAPL,2015-08-26,0
AAPL,2015-08-27,-9
AAPL,2015-08-28,0
AAPL,2015-08-29,-1
AAPL,2015-08-30,2
AAPL,2015-08-31,7
AAPL,2015-09-01,3
AAPL,2015-09-02,1
AAPL,2015-09-03,6
AAPL,2015-09-04,-4
AAPL,2015-09-05,1
AAPL,2015-09-06,0
AAPL,2015-09-07,0
AAPL,2015-09-08,5
AAPL,2015-09-09,-10
AAPL,2015-09-10,1
AAPL,2015-09-11,11
AAPL,2015-09-12,-1
AAPL,2015-09-13,4
AAPL,2015-09-14,0
AAPL,2015-09-15,-1
AAPL,2015-09-16,0
AAPL,2015-09-17,2
AAPL,2015-09-18,-5
AAPL,2015-09-19,2
AAPL,2015-09-20,2
AAPL,2015-09-21,-2
AAPL,2015-09-22,3
AAPL,2015-09-23,11
AAPL,2015-09-24,2
AAPL,2015-09-25,2
AAPL,2015-09-26,2
AAPL,2015-09-27,0
AAPL,2015-09-28,1
AAPL,2015-09-29,-6
AAPL,2015-09-30,2
AAPL,2015-10-01,-1
AAPL,2015-10-02,-5
AAPL,2015-10-03,-3
AAPL,2015-10-04,-2
AAPL,2015-10-05,-3
AAPL,2015-10-06,2
AAPL,2015-10-07,6
AAPL,2015-10-08,5
AAPL,2015-10-09,-4
AAPL,2015-10-10,1
AAPL,2015-10-12,1
AAPL,2015-10-13,2
AAPL,2015-10-14,-1
AAPL,2015-10-15,0
AAPL,2015-10-16,2
AAPL,2015-10-17,2
AAPL,2015-10-18,-1
AAPL,2015-10-19,3
AAPL,2015-10-20,18
AAPL,2015-10-21,3
AAPL,2015-10-22,12
AAPL,2015-10-23,7
AAPL,2015-10-24,-2
AAPL,2015-10-25,2
AAPL,2015-10-26,3
AAPL,2015-10-27,2
AAPL,2015-10-28,10
AAPL,2015-10-29,9
AAPL,2015-10-30,10
AAPL,2015-10-31,-1
AAPL,2015-11-01,3
AAPL,2015-11-02,8
AAPL,2015-11-03,-1
AAPL,2015-11-04,7
AAPL,2015-11-05,2
AAPL,2015-11-06,3
AAPL,2015-11-07,1
AAPL,2015-11-08,-2
AAPL,2015-11-09,-1
AAPL,2015-11-10,-5
AAPL,2015-11-11,7
AAPL,2015-11-12,3
AAPL,2015-11-13,0
AAPL,2015-11-14,0
AAPL,2015-11-15,0
AAPL,2015-11-16,3
AAPL,2015-11-17,1
AAPL,2015-11-18,5
AAPL,2015-11-19,5
AAPL,2015-11-20,-4
AAPL,2015-11-21,1
AAPL,2015-11-22,2
AAPL,2015-11-23,4
AAPL,2015-11-24,4
AAPL,2015-11-25,1
AAPL,2015-11-26,1
AAPL,2015-11-27,2
AAPL,2015-11-28,0
AAPL,2015-11-29,1
AAPL,2015-11-30,-2
AAPL,2015-12-01,3
AAPL,2015-12-02,-1
AAPL,2015-12-03,3
AAPL,2015-12-04,0
AAPL,2015-12-05,4
AAPL,2015-12-06,-2
AAPL,2015-12-07,3
AAPL,2015-12-08,-1
AAPL,2015-12-09,-1
AAPL,2015-12-10,2
AAPL,2015-12-11,5
AAPL,2015-12-12,2
AAPL,2015-12-13,2
AAPL,2015-12-14,-2
AAPL,2015-12-15,-1
AAPL,2015-12-17,-3
AAPL,2015-12-18,-5
AAPL,2015-12-19,1
AAPL,2015-12-20,0
AAPL,2015-12-21,0
AAPL,2015-12-22,6
AAPL,2015-12-23,-3
AAPL,2015-12-24,4
AAPL,2015-12-25,0
AAPL,2015-12-26,2
AAPL,2015-12-27,1
AAPL,2015-12-28,4
AAPL,2015-12-29,-1
AAPL,2015-12-30,-3
AAPL,2015-12-31,-7
AAPL,2016-01-01,1
AAPL,2016-01-02,1
AAPL,2016-01-03,-2
AAPL,2016-01-04,8
AAPL,2016-01-05,-5
AAPL,2016-01-06,-13
AAPL,2016-01-07,-14
AAPL,2016-01-08,-7
AAPL,2016-01-09,2
AAPL,2016-01-10,0
AAPL,2016-01-11,0
AAPL,2016-01-12,-10
AAPL,2016-01-13,-12
AAPL,2016-01-14,-1
AAPL,2016-01-15,-5
AAPL,2016-01-16,-2
AAPL,2016-01-17,-2
AAPL,2016-01-18,0
AAPL,2016-01-19,3
AAPL,2016-01-20,0
AAPL,2016-01-21,-2
AAPL,2016-01-22,11
AAPL,2016-01-23,-2
AAPL,2016-01-24,2
AAPL,2016-01-25,3
AAPL,2016-01-26,-25
AAPL,2016-01-27,-8
AAPL,2016-01-28,-3
AAPL,2016-01-29,1
AAPL,2016-01-30,1
AAPL,2016-01-31,-4
AAPL,2016-02-01,-6
AAPL,2016-02-02,2
AAPL,2016-02-03,3
AAPL,2016-02-04,4
AAPL,2016-02-05,-1
AAPL,2016-02-06,0
AAPL,2016-02-07,1
AAPL,2016-02-08,-4
AAPL,2016-02-09,1
AAPL,2016-02-10,0
AAPL,2016-02-11,1
AAPL,2016-02-12,-4
AAPL,2016-02-13,1
AAPL,2016-02-14,-1
AAPL,2016-02-15,-2
AAPL,2016-02-16,0
AAPL,2016-02-17,-21
AAPL,2016-02-18,-22
AAPL,2016-02-19,-1
AAPL,2016-02-20,5
AAPL,2016-02-21,0
AAPL,2016-02-22,-1
AAPL,2016-02-23,-5
AAPL,2016-02-24,-2
AAPL,2016-02-25,0
AAPL,2016-02-26,4
AAPL,2016-02-27,-2
AAPL,2016-02-28,-1
AAPL,2016-02-29,-1
AAPL,2016-03-01,15
AAPL,2016-03-02,-2
AAPL,2016-03-03,1
AAPL,2016-03-04,11
AAPL,2016-03-05,1
AAPL,2016-03-06,-3
AAPL,2016-03-07,1
AAPL,2016-03-08,-3
AAPL,2016-03-09,-4
AAPL,2016-03-10,-1
AAPL,2016-03-11,-1
AAPL,2016-03-12,3
AAPL,2016-03-13,-1
AAPL,2016-03-14,-1
AAPL,2016-03-15,6
AAPL,2016-03-16,-3
AAPL,2016-03-17,-3
AAPL,2016-03-18,-1
AAPL,2016-03-19,0
AAPL,2016-03-20,0
AAPL,2016-03-21,-6
AAPL,2016-03-22,2
AAPL,2016-03-23,2
AAPL,2016-03-24,5
AAPL,2016-03-25,0
AAPL,2016-03-26,0
AAPL,2016-03-27,1
AAPL,2016-03-28,5
AAPL,2016-03-29,-5
AAPL,2016-03-30,3
AAPL,2016-03-31,-4
AAPL,2016-04-01,-2
AAPL,2016-04-02,-1
AAPL,2016-04-03,-3
AAPL,2016-04-04,8
AAPL,2016-04-05,1
AAPL,2016-04-06,5
AAPL,2016-04-07,-4
AAPL,2016-04-08,-1
AAPL,2016-04-09,2
AAPL,2016-04-10,2
AAPL,2016-04-11,-1
AAPL,2016-04-12,-4
AAPL,2016-04-13,9
AAPL,2016-04-14,1
AAPL,2016-04-15,9
AAPL,2016-04-16,2
AAPL,2016-04-17,2
AAPL,2016-04-18,-6
AAPL,2016-04-19,0
AAPL,2016-04-20,2
AAPL,2016-04-21,-1
AAPL,2016-04-22,1
AAPL,2016-04-23,-2
AAPL,2016-04-24,-1
AAPL,2016-04-25,-3
AAPL,2016-04-26,-17
AAPL,2016-04-27,-8
AAPL,2016-04-28,-15
AAPL,2016-04-29,-5
AAPL,2016-04-30,-3
AAPL,2016-05-01,0
AAPL,2016-05-02,-8
AAPL,2016-05-03,-8
AAPL,2016-05-04,-9
AAPL,2016-05-05,-4
AAPL,2016-05-06,4
AAPL,2016-05-07,5
AAPL,2016-05-08,-3
AAPL,2016-05-09,-1
AAPL,2016-05-10,0
AAPL,2016-05-11,-7
AAPL,2016-05-12,-3
AAPL,2016-05-13,-5
AAPL,2016-05-14,-5
AAPL,2016-05-15,3
AAPL,2016-05-16,6
AAPL,2016-05-17,0
AAPL,2016-05-18,4
AAPL,2016-05-19,1
AAPL,2016-05-20,8
AAPL,2016-05-21,0
AAPL,2016-05-22,-3
AAPL,2016-05-23,9
AAPL,2016-05-24,9
AAPL,2016-05-25,-7
AAPL,2016-05-26,7
AAPL,2016-05-27,10
AAPL,2016-05-28,2
AAPL,2016-05-29,1
AAPL,2016-05-30,1
AAPL,2016-05-31,-3
AAPL,2016-06-01,-5
AAPL,2016-06-02,-8
AAPL,2016-06-03,1
AAPL,2016-06-04,-2
AAPL,2016-06-05,-3
AAPL,2016-06-06,3
AAPL,2016-06-07,4
AAPL,2016-06-08,-3
AAPL,2016-06-09,2
AAPL,2016-06-10,10
AAPL,2016-06-11,-1
AAPL,2016-06-12,-1
AAPL,2016-06-13,8
AAPL,2016-06-14,7
AAPL,2016-06-15,2
AAPL,2016-06-16,-1
AAPL,2016-06-17,3
AAPL,2016-06-18,-1
AAPL,2016-06-19,-1
AAPL,2016-06-20,-6
AAPL,2016-06-21,-4
AAPL,2016-06-22,2
AAPL,2016-06-23,-2
AAPL,2016-06-24,2
AAPL,2016-06-25,0
AAPL,2016-06-26,0
AAPL,2016-06-27,1
AAPL,2016-06-28,-1
AAPL,2016-06-29,3
AAPL,2016-06-30,0
AAPL,2016-07-01,-5
AAPL,2016-07-02,-1
AAPL,2016-07-03,-2
AAPL,2016-07-04,-2
AAPL,2016-07-05,-2
AAPL,2016-07-06,-5
AAPL,2016-07-07,-7
AAPL,2016-07-08,1
AAPL,2016-07-09,1
AAPL,2016-07-10,-2
AAPL,2016-07-11,1
AAPL,2016-07-12,-1
AAPL,2016-07-13,-5
AAPL,2016-07-14,3
AAPL,2016-07-15,-1
AAPL,2016-07-16,1
AAPL,2016-07-17,3
AAPL,2016-07-18,6
AAPL,2016-07-19,1
AAPL,2016-07-20,4
AAPL,2016-07-21,-1
AAPL,2016-07-22,5
AAPL,2016-07-23,5
AAPL,2016-07-24,4
AAPL,2016-07-25,-4
AAPL,2016-07-26,18
AAPL,2016-07-27,10
AAPL,2016-07-28,-1
AAPL,2016-07-29,0
AAPL,2016-07-30,5
AAPL,2016-07-31,0
AAPL,2016-08-01,3
AAPL,2016-08-02,3
AAPL,2016-08-03,2
AAPL,2016-08-04,9
AAPL,2016-08-05,3
AAPL,2016-08-06,3
AAPL,2016-08-07,0
AAPL,2016-08-08,4
AAPL,2016-08-09,-3
AAPL,2016-08-10,15
AAPL,2016-08-11,5
AAPL,2016-08-12,9
AAPL,2016-08-13,1
AAPL,2016-08-14,1
AAPL,2016-08-15,5
AAPL,2016-08-16,3
AAPL,2016-08-17,5
AAPL,2016-08-18,1
AAPL,2016-08-19,-1
AAPL,2016-08-20,1
AAPL,2016-08-21,1
AAPL,2016-08-22,-8
AAPL,2016-08-23,-8
AAPL,2016-08-24,-3
AAPL,2016-08-25,-6
AAPL,2016-08-26,-5
AAPL,2016-08-27,-1
AAPL,2016-08-28,1
AAPL,2016-08-29,0
AAPL,2016-08-30,-2
AAPL,2016-08-31,-5
AAPL,2016-09-01,-5
AAPL,2016-09-02,-8
AAPL,2016-09-03,0
AAPL,2016-09-04,2
AAPL,2016-09-05,2
AAPL,2016-09-06,6
AAPL,2016-09-07,-18
AAPL,2016-09-08,-4
AAPL,2016-09-09,7
AAPL,2016-09-10,0
AAPL,2016-09-11,2
AAPL,2016-09-12,5
AAPL,2016-09-13,3
AAPL,2016-09-14,-3
AAPL,2016-09-15,6
AAPL,2016-09-16,-1
AAPL,2016-09-17,3
AAPL,2016-09-18,2
AAPL,2016-09-19,-2
AAPL,2016-09-20,-1
AAPL,2016-09-21,1
AAPL,2016-09-22,6
AAPL,2016-09-23,-5
AAPL,2016-09-24,-1
AAPL,2016-09-25,2
AAPL,2016-09-26,2
AAPL,2016-09-27,-1
AAPL,2016-09-28,-1
AAPL,2016-09-29,7
AAPL,2016-09-30,-1
AAPL,2016-10-01,-6
AAPL,2016-10-02,3
AAPL,2016-10-03,0
AAPL,2016-10-04,1
AAPL,2016-10-05,1
AAPL,2016-10-06,2
AAPL,2016-10-07,0
AAPL,2016-10-08,-2
AAPL,2016-10-09,1
AAPL,2016-10-10,-3
AAPL,2016-10-11,7
AAPL,2016-10-12,-4
AAPL,2016-10-13,0
AAPL,2016-10-14,4
AAPL,2016-10-15,-1
AAPL,2016-10-16,0
AAPL,2016-10-17,-7
AAPL,2016-10-18,7
AAPL,2016-10-19,0
AAPL,2016-10-20,-5
AAPL,2016-10-21,-2
AAPL,2016-10-22,1
AAPL,2016-10-23,-3
AAPL,2016-10-24,0
AAPL,2016-10-25,-13
AAPL,2016-10-26,6
AAPL,2016-10-27,-2
AAPL,2016-10-28,14
AAPL,2016-10-29,3
AAPL,2016-10-30,3
AAPL,2016-10-31,4
AAPL,2016-11-01,1
AAPL,2016-11-02,1
AAPL,2016-11-03,-7
AAPL,2016-11-04,-3
AAPL,2016-11-05,2
AAPL,2016-11-06,2
AAPL,2016-11-07,-6
AAPL,2016-11-08,0
AAPL,2016-11-09,-2
AAPL,2016-11-10,3
AAPL,2016-11-11,-1
AAPL,2016-11-12,0
AAPL,2016-11-13,0
AAPL,2016-11-14,-3
AAPL,2016-11-15,3
AAPL,2016-11-16,-2
AAPL,2016-11-17,-6
AAPL,2016-11-18,-7
AAPL,2016-11-19,0
AAPL,2016-11-20,1
AAPL,2016-11-21,-3
AAPL,2016-11-22,11
AAPL,2016-11-23,3
AAPL,2016-11-24,1
AAPL,2016-11-25,6
AAPL,2016-11-26,0
AAPL,2016-11-27,1
AAPL,2016-11-28,-3
AAPL,2016-11-29,-5
AAPL,2016-11-30,0
AAPL,2016-12-01,3
AAPL,2016-12-02,2
AAPL,2016-12-03,-2
AAPL,2016-12-04,1
AAPL,2016-12-05,2
AAPL,2016-12-06,-5
AAPL,2016-12-07,-9
AAPL,2016-12-08,-10
AAPL,2016-12-09,4
AAPL,2016-12-10,1
AAPL,2016-12-11,1
AAPL,2016-12-12,2
AAPL,2016-12-13,13
AAPL,2016-12-14,6
AAPL,2016-12-15,7
AAPL,2016-12-16,-1
AAPL,2016-12-17,0
AAPL,2016-12-18,0
AAPL,2016-12-19,2
AAPL,2016-12-20,2
AAPL,2016-12-21,7
AAPL,2016-12-22,2
AAPL,2016-12-23,2
AAPL,2016-12-24,1
AAPL,2016-12-25,2
AAPL,2016-12-26,2
AAPL,2016-12-27,4
AAPL,2016-12-28,-6
AAPL,2016-12-29,-2
AAPL,2016-12-30,-2
AAPL,2016-12-31,-7
AAPL,2017-01-01,1
AAPL,2017-01-02,0
AAPL,2017-01-03,0
AAPL,2017-01-04,-2
AAPL,2017-01-05,12
AAPL,2017-01-06,-11
AAPL,2017-01-07,5
AAPL,2017-01-08,0
AAPL,2017-01-09,5
AAPL,2017-01-10,3
AAPL,2017-01-11,3
AAPL,2017-01-12,-2
AAPL,2017-01-13,2
AAPL,2017-01-14,-1
AAPL,2017-01-15,-1
AAPL,2017-01-16,2
AAPL,2017-01-17,7
AAPL,2017-01-18,-1
AAPL,2017-01-19,3
AAPL,2017-01-20,3
AAPL,2017-01-21,-1
AAPL,2017-01-22,5
AAPL,2017-01-23,-2
AAPL,2017-01-24,8
AAPL,2017-01-25,3
AAPL,2017-01-26,2
AAPL,2017-01-27,1
AAPL,2017-01-28,0
AAPL,2017-01-29,0
AAPL,2017-01-30,4
AAPL,2017-01-31,-2
AAPL,2017-02-01,21
AAPL,2017-02-02,-5
AAPL,2017-02-03,0
AAPL,2017-02-04,4
AAPL,2017-02-05,4
AAPL,2017-02-06,1
AAPL,2017-02-07,3
AAPL,2017-02-08,-1
AAPL,2017-02-09,4
AAPL,2017-02-10,1
AAPL,2017-02-11,-1
AAPL,2017-02-12,-1
AAPL,2017-02-13,5
AAPL,2017-02-14,15
AAPL,2017-02-15,6
AAPL,2017-02-16,3
AAPL,2017-02-17,-4
AAPL,2017-02-18,4
AAPL,2017-02-19,-1
AAPL,2017-02-20,-2
AAPL,2017-02-21,6
AAPL,2017-02-22,-3
AAPL,2017-02-23,-5
AAPL,2017-02-24,-10
AAPL,2017-02-25,-3
AAPL,2017-02-26,-1
AAPL,2017-02-27,2
AAPL,2017-02-28,-10
AAPL,2017-03-01,3
AAPL,2017-03-02,2
AAPL,2017-03-03,5
AAPL,2017-03-04,1
AAPL,2017-03-05,2
AAPL,2017-03-06,1
AAPL,2017-03-07,0
AAPL,2017-03-08,0
AAPL,2017-03-09,1
AAPL,2017-03-10,2
AAPL,2017-03-11,0
AAPL,2017-03-12,0
AAPL,2017-03-14,5
AAPL,2017-03-15,-3
AAPL,2017-03-16,1
AAPL,2017-03-17,3
AAPL,2017-03-18,0
AAPL,2017-03-19,2
AAPL,2017-03-20,-4
AAPL,2017-03-21,12
AAPL,2017-03-22,-2
AAPL,2017-03-23,0
AAPL,2017-03-24,-1
AAPL,2017-03-25,0
AAPL,2017-03-26,0
AAPL,2017-03-27,-1
AAPL,2017-03-28,0
AAPL,2017-03-29,1
AAPL,2017-03-30,0
AAPL,2017-03-31,2
AAPL,2017-04-01,1
AAPL,2017-04-02,0
AAPL,2017-04-03,1
AAPL,2017-04-04,2
AAPL,2017-04-05,-1
AAPL,2017-04-06,-1
AAPL,2017-04-07,-2
AAPL,2017-04-08,0
AAPL,2017-04-09,-2
AAPL,2017-04-10,-1
AAPL,2017-04-11,-5
AAPL,2017-04-12,-3
AAPL,2017-04-13,1
AAPL,2017-04-14,0
AAPL,2017-04-15,-1
AAPL,2017-04-16,1
AAPL,2017-04-17,-2
AAPL,2017-04-18,2
AAPL,2017-04-19,0
AAPL,2017-04-20,3
AAPL,2017-04-21,1
AAPL,2017-04-22,0
AAPL,2017-04-23,-1
AAPL,2017-04-24,2
AAPL,2017-04-25,0
AAPL,2017-04-26,1
AAPL,2017-04-27,2
AAPL,2017-04-28,7
AAPL,2017-04-29,0
AAPL,2017-04-30,0
AAPL,2017-05-01,7
AAPL,2017-05-02,-14
AAPL,2017-05-03,-5
AAPL,2017-05-04,0
AAPL,2017-05-05,-2
AAPL,2017-05-06,3
AAPL,2017-05-07,0
AAPL,2017-05-08,5
AAPL,2017-05-09,7
AAPL,2017-05-10,3
AAPL,2017-05-11,-4
AAPL,2017-05-12,2
AAPL,2017-05-13,-2
AAPL,2017-05-14,3
AAPL,2017-05-15,-2
AAPL,2017-05-16,3
AAPL,2017-05-17,0
AAPL,2017-05-18,-5
AAPL,2017-05-19,3
AAPL,2017-05-20,-1
AAPL,2017-05-21,-2
AAPL,2017-05-22,1
AAPL,2017-05-23,-1
AAPL,2017-05-24,-3
AAPL,2017-05-25,1
AAPL,2017-05-26,0
AAPL,2017-05-27,3
AAPL,2017-05-28,-1
AAPL,2017-05-29,-5
AAPL,2017-05-30,1
AAPL,2017-05-31,-5
AAPL,2017-06-01,-2
AAPL,2017-06-02,-1
AAPL,2017-06-03,0
AAPL,2017-06-04,-1
AAPL,2017-06-05,2
AAPL,2017-06-06,5
AAPL,2017-06-07,0
AAPL,2017-06-08,0
AAPL,2017-06-09,-3
AAPL,2017-06-10,1
AAPL,2017-06-11,-1
AAPL,2017-06-12,2
AAPL,2017-06-13,-10
AAPL,2017-06-14,-2
AAPL,2017-06-15,-2
AAPL,2017-06-16,0
AAPL,2017-06-17,-2
AAPL,2017-06-18,-1
AAPL,2017-06-19,8
AAPL,2017-06-20,-1
AAPL,2017-06-21,0
AAPL,2017-06-22,3
AAPL,2017-06-23,2
AAPL,2017-06-24,2
AAPL,2017-06-25,2
AAPL,2017-06-26,2
AAPL,2017-06-27,-3
AAPL,2017-06-28,2
AAPL,2017-06-29,3
AAPL,2017-06-30,0
AAPL,2017-07-01,1
AAPL,2017-07-02,2
AAPL,2017-07-03,-1
AAPL,2017-07-04,1
AAPL,2017-07-05,6
AAPL,2017-07-06,3
AAPL,2017-07-07,-1
AAPL,2017-07-08,2
AAPL,2017-07-09,0
AAPL,2017-07-10,6
AAPL,2017-07-11,-2
AAPL,2017-07-12,2
AAPL,2017-07-13,-1
AAPL,2017-07-14,4
AAPL,2017-07-15,0
AAPL,2017-07-16,0
AAPL,2017-07-17,1
AAPL,2017-07-18,-1
AAPL,2017-07-19,-1
AAPL,2017-07-20,-5
AAPL,2017-07-21,0
AAPL,2017-07-22,-3
AAPL,2017-07-23,1
AAPL,2017-07-24,-1
AAPL,2017-07-25,3
AAPL,2017-07-26,6
AAPL,2017-07-27,4
AAPL,2017-07-28,-1
AAPL,2017-07-29,-3
AAPL,2017-07-30,4
AAPL,2017-07-31,-1
AAPL,2017-08-01,10
AAPL,2017-08-02,9
AAPL,2017-08-03,1
AAPL,2017-08-04,2
AAPL,2017-08-05,3
AAPL,2017-08-06,2
AAPL,2017-08-07,0
AAPL,2017-08-08,3
AAPL,2017-08-09,2
AAPL,2017-08-10,5
AAPL,2017-08-11,6
AAPL,2017-08-12,0
AAPL,2017-08-13,0
AAPL,2017-08-14,4
AAPL,2017-08-15,3
AAPL,2017-08-16,6
AAPL,2017-08-17,-4
AAPL,2017-08-18,1
AAPL,2017-08-19,2
AAPL,2017-08-20,0
AAPL,2017-08-21,2
AAPL,2017-08-22,5
AAPL,2017-08-23,0
AAPL,2017-08-24,3
AAPL,2017-08-25,1
AAPL,2017-08-26,0
AAPL,2017-08-27,0
AAPL,2017-08-28,-2
AAPL,2017-08-29,-2
AAPL,2017-08-30,2
AAPL,2017-08-31,4
AAPL,2017-09-01,-2
AAPL,2017-09-02,0
AAPL,2017-09-03,0
AAPL,2017-09-04,-3
AAPL,2017-09-05,0
AAPL,2017-09-06,-7
AAPL,2017-09-07,-7
